Unnamed: 0;GSDB_NO;B_P_RATIO;PRESSURE_RATIO;RATED_THRUST_KN_;HC_EI_T_O_G_KG_;HC_EI_C_O_G_KG_;HC_EI_APP_G_KG_;HC_EI_IDLE_G_KG_;HC_NUMBER_TEST;HC_NUMBER_ENG;HC_DP_FOO_AVG_G_KN_;HC_DP_FOO_SIGMA_G_KN_;HC_DP_FOO_MIN_G_KN_;HC_DP_FOO_MAX_G_KN_;HC_DP_FOO_CHARACTERISTIC_G_KN_;HC_DP_FOO_CHARACTERISTIC_OF_REG_LIMIT_;HC_LTO_TOTAL_MASS_G_;CO_EI_T_O_G_KG_;CO_EI_C_O_G_KG_;CO_EI_APP_G_KG_;CO_EI_IDLE_G_KG_;CO_NUMBER_TEST;CO_NUMBER_ENG;CO_DP_FOO_AVG_G_KN_;CO_DP_FOO_SIGMA_G_KN_;CO_DP_FOO_MIN_G_KN_;CO_DP_FOO_MAX_G_KN_;CO_DP_FOO_CHARACTERISTIC_G_KN_;CO_DP_FOO_CHARACTERISTIC_OF_REG_LIMIT_;CO_LTO_TOTAL_MASS_G_;NOX_EI_T_O_G_KG_;NOX_EI_C_O_G_KG_;NOX_EI_APP_G_KG_;NOX_EI_IDLE_G_KG_;NOX_NUMBER_TEST;NOX_NUMBER_ENG;NOX_DP_FOO_AVG_G_KN_;NOX_DP_FOO_SIGMA_G_KN_;NOX_DP_FOO_MIN_G_KN_;NOX_DP_FOO_MAX_G_KN_;NOX_DP_FOO_CHARACTERISTIC_G_KN_;NOX_DP_FOO_CHARACTERISTIC_OF_ORIGINAL_STANDARD_;NOX_DP_FOO_CHARACTERISTIC_OF_CAEP_2_STANDARD_;NOX_DP_FOO_CHARACTERISTIC_OF_CAEP_4_STANDARD_;NOX_DP_FOO_CHARACTERISTIC_OF_CAEP_6_STANDARD_;NOX_DP_FOO_CHARACTERISTIC_OF_CAEP_8_STANDARD_;NOX_LTO_TOTAL_MASS_G_;SN_T_O;SN_C_O;SN_APP;SN_IDLE;SN_NUMBER_TEST;SN_NUMBER_ENG;SN_MAX;SN_SIGMA;SN_RANGE_MIN;SN_RANGE_MAX;SN_CHARACTERISTIC;SN_CHARACTERISTIC_OF_REG_LIMIT_;FUEL_H_C_RATIO_MIN;FUEL_H_C_RATIO_MAX;FUEL_AROM_MIN_;FUEL_AROM_MAX_;FUEL_FLOW_T_O_KG_SEC_;FUEL_FLOW_C_O_KG_SEC_;FUEL_FLOW_APP_KG_SEC_;FUEL_FLOW_IDLE_KG_SEC_;FUEL_LTO_CYCLE_KG_;LOADS_POWER_EXTRACTION_KW_;AMBIENT_BARO_MIN_KPA_;AMBIENT_BARO_MAX_KPA_;AMBIENT_TEMP_MIN_K_;AMBIENT_TEMP_MAX_K_;HUMIDITY_MIN_KG_KG_;HUMIDITY_MAX_KG_KG_
median;8,0;5,3;30,22;132,382901116498;0,03;0,03;0,06;1,22;3,0;2,0;2,0;0,207;1,4449999999999998;2,065;2,6;12,6;273,0;0,385;0,41;2,5;22,28;3,0;2,0;32,43;1,905;27,12;30,28;37,7;31,9;4743,0;26,4;19,84;9,91;4,57;3,0;2,0;45,46;1,1;44,4;47,26;50,05;50,9;63,6;71,25;77,37;88,50666087890251;5800,0;6,635347674906573;4,8;1,07;0,8;3,0;2,0;7,8;1,5;5,26;8,3;9,52;45,4;1,91;1,91609427775214;16,75;17,4;1,293;1,031;0,347;0,1291;448,0;0,0;98,5;100,2;280,0;293,2;0,00358;0,0084
mean;9,840336134453782;6,535727713582829;30,822403002225343;181,61509888423552;0,0771481134804184;0,0837923403278357;0,3734706791481973;4,169144439367309;4,852657004830918;2,289156626506024;9,618849470726245;1,3648235897417045;4,747518382352942;7,306158088235294;12,814368845932512;54,91557524840467;1065,2092928706677;0,4716286193377085;0,5781001902178381;3,8892713085321065;26,285457301750167;4,872881355932203;2,2914147521160824;48,12884507124504;3,397460708166665;38,92056776556776;45,70531135531135;55,4396765041493;44,86623914837863;6329,704653369904;30,255316761612377;22,631157190487222;10,117908921333136;4,516625485182;4,835151515151515;2,280871670702179;46,84804031628367;1,2938656402811686;46,40532967032968;94,39452380952382;51,95604585957336;51,96100992479833;65,00534151227811;74,28329803637713;81,9710408709829;94,60251565520274;9370,064556769055;7,122329283837266;5,618095166767745;2,222712836080103;1,1938067933582894;4,74601226993865;2,3186274509803924;8,550750716992377;1,587896299501851;6,078492509363296;9,03756554307116;9,979834416051473;46,3025721232547;1,9017672793854248;1,9062501691192648;16,850749354005167;17,50512886597938;1,6113980054926318;1,3140615776411593;0,4428851722827111;0,1534163307608913;581,1755731192454;0,0;98,9200637279597;100,17777204030229;281,1137086903305;292,92576499388;0,0046023538268506;0,0093321982434127
